Date;price_ram;Price_gold;processnodes(nm);AMDOpen;AMDHigh;AMDLow;AMDClose;AMDAdjClose;AMDVolume;IntelOpen;IntelHigh;IntelLow;IntelClose;IntelAdjClose;IntelVolume;MicrosoftOpen;MicrosoftHigh;MicrosoftLow;MicrosoftClose;MicrosoftAdjClose;MicrosoftVolume;Micronopen;Micronhigh;Micronlow;Micronclose;Micronvolume;hynixOpen;hynixClose;hynixHigh;hynixLow;Volume;SamsungOpen;SamsungHigh;SamsungLow;SamsungClose;SamsungVolume;tupe_ram;max_stick;maks_desktop_gb
1990-08;76.3;394.861;600;2.625;2.6875;2.5625;2.6875;2.6875;419600;1.039063;1.046875;0.976563;1.042969;0.627004;78336000;0.833333;0.861111;0.822917;0.854167;0.540241;40737600;0.895;0.895;0.846;0.8823;1082800;;;;;;;;;;;;;
1990-09;71.5;389.560;600;2.5;2.6875;2.4375;2.5625;2.5625;560200;0.992188;1.046875;0.976563;1.039063;0.624656;69584000;0.809028;0.881944;0.805556;0.875;0.553417;97984800;0.7843;0.8205;0.7725;0.8088;1390800;;;;;;;;;;;;;
1990-10;51;381.333;600;2.0;2.0625;1.9375;1.9375;1.9375;491200;1.0625;1.0625;1.03125;1.046875;0.629352;44969600;0.895833;0.90625;0.885417;0.885417;0.560005;61200000;0.7843;0.796;0.7598;0.7725;424000;;;;;;;;;;;;;
1990-11;48.25;381.866;600;2.0;2.1875;2.0;2.1875;2.1875;1261000;1.171875;1.179688;1.132813;1.171875;0.704498;62268800;0.989583;1.03125;0.979167;1.003472;0.634673;72165600;0.9431;0.9686;0.9313;0.9686;954000;;;;;;;;;;;;;
1990-12;45.5;378.161;600;2.375;2.4375;2.3125;2.4375;2.4375;681400;1.1875;1.210938;1.179688;1.203125;0.723285;18518400;1.041667;1.045139;1.034722;1.045139;0.661026;23702400;0.9931;0.9931;0.9686;0.9931;1252000;;;;;;;;;;;;;
1991-01;44.5;384.591;600;3.5;3.625;3.4375;3.625;3.625;1816800;1.398438;1.429688;1.390625;1.429688;0.859489;89472000;1.340278;1.381944;1.333333;1.362847;0.861969;111420000;1.2254;1.2254;1.2009;1.2127;1002000;;;;;;;;;;;;;
1991-02;44.75;363.748;600;4.0625;4.125;3.9375;4.0625;4.0625;1973400;1.53125;1.53125;1.476563;1.492188;0.897062;61635200;1.472222;1.475694;1.434028;1.440972;0.911381;55008000;1.4705;1.5313;1.4705;1.5195;4506800;;;;;;;;;;;;;
1991-03;45;363.390;600;5.1875;5.375;5.0;5.25;5.25;3082200;1.476563;1.484375;1.453125;1.460938;0.878275;46640000;1.489583;1.503472;1.472222;1.473958;0.932244;30492000;1.5803;1.6176;1.5685;1.593;1366800;;;;;;;;;;;;;
1991-04;44.6;358.055;600;6.1875;6.375;6.0;6.125;6.125;2506000;1.566406;1.585938;1.5;1.539063;0.925242;82140800;1.357639;1.378472;1.333333;1.375;0.869655;115178400;1.4832;1.5685;1.348;1.446;10282800;;;;;;;;;;;;;
1991-05;44.2;357.117;600;6.6875;6.875;6.625;6.75;6.75;2341600;1.660156;1.742188;1.65625;1.742188;1.047355;130688000;1.534722;1.541667;1.5;1.524306;0.964088;81784800;1.544;1.6303;1.544;1.6303;3808800;;;;;;;;;;;;;
1991-06;43.8;366.360;600;6.0;6.1875;6.0;6.0;6.0;1007600;1.421875;1.460938;1.414063;1.453125;0.873578;178419200;1.411458;1.432292;1.364583;1.419271;0.897656;61526400;1.1882;1.1882;1.1401;1.1519;2330800;;;;;;;;;;;;;
1991-07;41.3;368.013;600;5.375;5.625;5.375;5.5625;5.5625;1290800;1.4375;1.46875;1.429688;1.468750;0.882972;53152000;1.520833;1.541667;1.515625;1.53125;0.968479;111628800;1.2127;1.2382;1.2127;1.2127;1184000;;;;;;;;;;;;;
1991-08;43.8;356.721;600;6.125;6.3125;6.125;6.1875;6.1875;20519000;1.601563;1.609375;1.53125;1.546875;0.929938;79056000;1.786458;1.796875;1.760417;1.776042;1.123305;22032000;1.348;1.3852;1.348;1.3852;350800;;;;;;;;;;;;;
1991-09;46.3;348.460;600;4.6875;4.75;4.3125;4.6875;4.6875;2460000;1.304688;1.320313;1.289063;1.320313;0.793735;36211200;1.838542;1.864583;1.8125;1.854167;1.172717;27700800;1.4333;1.4578;1.4215;1.4215;728800;;;;;;;;;;;;;
1991-10;39.8;358.826;600;6.25;6.5;5.8125;6.375;6.375;13487600;1.359375;1.367188;1.25;1.269531;0.763207;143430400;1.96875;1.984375;1.942708;1.955729;1.236953;41092800;1.7646;1.7891;1.6783;1.7156;8842800;;;;;;;;;;;;;
1991-11;38.633333;359.960;600;7.1875;7.25;7.125;7.1875;7.1875;475000;1.28125;1.289063;1.28125;1.281250;0.770252;10179200;1.973958;2.036458;1.973958;2.026042;1.281424;20524800;1.316;1.3287;1.3041;1.3041;510800;;;;;;;;;;;;;
1991-12;37.466667;361.875;600;8.75;8.875;8.625;8.75;8.75;2357800;1.515625;1.539063;1.5;1.531250;0.920545;58342400;2.307292;2.333333;2.265625;2.317708;1.465896;40512000;1.4026;1.4636;1.3908;1.3908;5752000;;;;;;;;;;;;;
1992-01;36.3;354.436;600;9.625;9.625;9.125;9.4375;9.4375;4804600;1.898438;1.921875;1.867188;1.871094;1.124849;82953600;2.572917;2.578125;2.494792;2.505208;1.584485;49948800;1.8455;1.8583;1.8081;1.8327;2850800;;;;;;;;;;;;;
1992-02;35.8;353.853;600;9.0625;9.375;9.0;9.1875;9.1875;1158200;2.023438;2.03125;1.96875;1.984375;1.192951;30563200;2.604167;2.635417;2.546875;2.572917;1.62731;58276800;1.9439;1.9557;1.9075;1.9193;3068800;;;;;;;;;;;;;
1992-03;35.3;344.641;600;8.6875;8.9375;8.6875;8.875;8.875;2160400;1.65625;1.757813;1.640625;1.726563;1.037962;110288000;2.510417;2.541667;2.453125;2.46875;1.561426;86702400;1.4892;1.5502;1.4892;1.5256;1426800;;;;;;;;;;;;;
1992-04;34.8;338.728;600;8.3125;8.9375;8.3125;8.9375;8.9375;3119200;1.625;1.671875;1.625;1.671875;1.005085;45036800;2.333333;2.348958;2.286458;2.296875;1.452719;95870400;1.3534;1.4154;1.3534;1.4154;1872000;;;;;;;;;;;;;
1992-05;30;337.039;600;7.875;8.0;7.8125;7.875;7.875;1052600;1.585938;1.59375;1.5625;1.562500;0.939332;55043200;2.494792;2.546875;2.489583;2.520833;1.594368;89918400;1.439;1.4892;1.439;1.4636;2824800;;;;;;;;;;;;;
1992-06;32.5;340.784;600;4.4375;4.5;4.375;4.375;4.375;1330400;1.800781;1.804688;1.773438;1.781250;1.070838;47635200;2.273438;2.28125;2.171875;2.1875;1.383542;74048000;1.4764;1.4764;1.3908;1.4026;1180000;;;;;;;;;;;;;
1992-07;31;352.452;600;4.3125;4.4375;4.25;4.4375;4.4375;973400;1.871094;1.882813;1.851563;1.867188;1.1225;42960000;2.296875;2.296875;2.257813;2.273438;1.437897;35312000;1.5748;1.6122;1.5748;1.5994;922800;;;;;;;;;;;;;
1992-08;29.25;343.603;600;4.875;5.0625;4.8125;5.0625;5.0625;3157400;1.804688;1.828125;1.800781;1.812500;1.089625;35846400;2.320313;2.34375;2.296875;2.328125;1.472484;25651200;1.501;1.5138;1.4892;1.501;174000;;;;;;;;;;;;;
1992-09;27.5;345.300;600;5.75;5.75;5.5625;5.625;5.625;930800;2.046875;2.070313;2.046875;2.054688;1.235221;37331200;2.492188;2.515625;2.460938;2.515625;1.591074;59843200;1.501;1.6122;1.501;1.5994;4632800;;;;;;;;;;;;;
1992-10;26.3;344.277;600;8.0;8.375;7.9375;8.25;8.25;5054000;2.0625;2.109375;2.03125;2.109375;1.269989;88067200;2.808594;2.8125;2.765625;2.773438;1.754136;24998400;1.9311;1.9439;1.8947;1.9075;2050800;;;;;;;;;;;;;
1992-11;26.7;334.924;600;8.75;8.9375;8.6875;8.9375;8.9375;1173400;2.21875;2.257813;2.21875;2.234375;1.345248;67798400;2.890625;2.914063;2.867188;2.910156;1.840605;35251200;1.813;1.888;1.8011;1.8505;1436000;;;;;;;;;;;;;
1992-12;27.1;334.657;600;9.0625;9.0625;8.9375;9.0625;9.0625;956000;2.757813;2.757813;2.710938;2.718750;1.636876;36086400;2.6875;2.695313;2.664063;2.667969;1.687428;30851200;1.8505;1.888;1.8505;1.8633;1068800;;;;;;;;;;;;;
1993-01;27.5;328.993;350;9.375;9.5625;9.3125;9.375;9.375;1461200;3.40625;3.453125;3.3125;3.335938;2.010248;110473600;2.734375;2.75;2.679688;2.703125;1.709663;39424000;2.1465;2.2206;2.1465;2.184;1118800;;;;;;;;;;;;;
1993-02;28;329.310;350;11.125;11.125;10.75;10.875;10.875;1337200;3.679688;3.734375;3.625;3.640625;2.193853;127846400;2.632813;2.65625;2.59375;2.605469;1.647899;29833600;2.492;2.492;2.4061;2.4179;1414800;;;;;;;;;;;;;
1993-03;28.5;329.974;350;11.5;11.625;11.375;11.5;11.5;965400;3.625;3.648438;3.59375;3.593750;2.165607;56995200;2.851563;2.945313;2.835938;2.890625;1.828253;179660800;2.3568;2.3686;2.3193;2.3311;2474000;;;;;;;;;;;;;
1993-04;29;341.948;350;14.0;14.25;13.625;14.0625;14.0625;4126000;3.007813;3.054688;2.960938;2.972656;1.793266;92723200;2.65625;2.710938;2.65625;2.671875;1.689899;46825600;2.1712;2.2818;2.1712;2.2699;1550800;;;;;;;;;;;;;
1993-05;29.5;367.045;350;14.6875;14.6875;14.0;14.3125;14.3125;1563000;3.515625;3.515625;3.414063;3.464844;2.090181;67561600;2.921875;2.929688;2.867188;2.894531;1.830724;35136000;2.9114;2.9479;2.8996;2.9361;2746000;;;;;;;;;;;;;
1993-06;30;371.914;350;11.875;12.1875;11.875;12.0625;12.0625;2944200;3.515625;3.546875;3.40625;3.437500;2.073686;42961600;2.789063;2.820313;2.726563;2.75;1.73931;56422400;3.6269;3.7009;3.5529;3.6644;3204000;;;;;;;;;;;;;
1993-07;32.45;392.034;350;11.9375;11.9375;11.75;11.9375;11.9375;380600;3.265625;3.28125;3.21875;3.265625;1.971906;39956800;2.28125;2.320313;2.25;2.3125;1.462602;287936000;4.3918;4.528;4.3424;4.4293;5462800;;;;;;;;;;;;;
1993-08;34.9;379.795;350;15.875;16.25;15.875;16.1875;16.1875;2652600;4.007813;4.03125;3.953125;4.015625;2.424784;31971200;2.304688;2.359375;2.296875;2.347656;1.484838;93020800;5.0333;5.2928;5.0333;5.2682;7168000;;;;;;;;;;;;;
1993-09;37.35;355.561;350;14.125;14.125;13.0;13.1875;13.1875;4096200;4.546875;4.546875;4.40625;4.421875;2.670093;68577600;2.585938;2.601563;2.570313;2.578125;1.630604;38400000;5.5267;5.5632;5.354;5.3915;17174000;;;;;;;;;;;;;
1993-10;39.8;364.005;350;9.875;10.125;9.75;9.875;9.875;1815600;3.96875;4.015625;3.921875;3.953125;2.388925;40308800;2.484375;2.507813;2.476563;2.503906;1.583662;39843200;4.6385;4.7244;4.5892;4.6879;4738800;;;;;;;;;;;;;
1993-11;37.8;373.939;350;9.4375;9.5625;9.375;9.5;9.5;1029000;3.75;3.859375;3.71875;3.843750;2.322829;63641600;2.453125;2.515625;2.445313;2.5;1.581192;44153600;4.4341;4.5695;4.3847;4.5695;5738800;;;;;;;;;;;;;
1993-12;35.8;383.243;350;8.875;9.0625;8.875;8.875;8.875;1021400;3.921875;3.953125;3.875;3.875000;2.341713;27342400;2.53125;2.546875;2.507813;2.519531;1.593544;22995200;4.6189;4.6683;4.5813;4.5942;1742800;;;;;;;;;;;;;
1994-01;35.866667;387.110;350;10.3125;10.375;10.1875;10.25;10.25;1577000;4.09375;4.140625;4.078125;4.078125;2.466359;55323200;2.664063;2.683594;2.648438;2.660156;1.682486;62566400;5.755;5.8667;5.7422;5.7679;7212800;;;;;;;;;;;;;
1994-02;35.933333;381.658;350;10.6875;10.8125;10.6875;10.75;10.75;498600;4.265625;4.328125;4.25;4.296875;2.598654;40136000;2.539063;2.59375;2.53125;2.578125;1.630604;55494400;6.8418;7.1017;6.829;7.0029;4650800;;;;;;;;;;;;;
1994-03;36;384.000;350;15.5625;15.75;14.375;15.625;15.625;4938400;4.171875;4.21875;4.0625;4.218750;2.551406;66886400;2.609375;2.679688;2.578125;2.648438;1.675075;72297600;8.0768;8.2626;7.6816;8.225;17732000;;;;;;;;;;;;;
1994-04;37.3;377.908;350;12.9375;13.25;12.75;13.1875;13.1875;1873800;3.8125;3.84375;3.734375;3.812500;2.307625;114179200;2.875;2.921875;2.851563;2.890625;1.828253;56803200;8.6867;9.1814;8.6867;9.0281;4449200;;;;;;;;;;;;;
1994-05;37.2;381.343;350;12.9375;13.5625;12.875;13.5;13.5;998200;3.828125;3.921875;3.8125;3.906250;2.36437;43118400;3.265625;3.360352;3.242188;3.359375;2.124726;76000000;7.915;8.3479;7.8532;8.3479;3831200;;;;;;;;;;;;;
1994-06;37.1;385.714;350;13.3125;13.4375;12.375;12.5;12.5;2804800;3.71875;3.734375;3.65625;3.656250;2.21305;39889600;3.234375;3.257813;3.1875;3.226563;2.040725;40827200;8.7189;8.7189;8.5334;8.5631;4028400;;;;;;;;;;;;;
1994-07;37;385.450;350;12.9375;13.5;12.875;13.5;13.5;1697600;3.625;3.71875;3.617188;3.703125;2.243753;77681600;3.117188;3.226563;3.101563;3.21875;2.035784;67064000;8.9168;9.3503;8.8871;9.2586;5548800;;;;;;;;;;;;;
1994-08;35.5;380.207;350;14.4375;14.75;14.375;14.5;14.5;1942200;4.15625;4.21875;4.078125;4.109375;2.489902;80036800;3.648438;3.703125;3.609375;3.632813;2.297669;60968000;10.4648;10.4648;9.8456;9.9695;15618400;;;;;;;;;;;;;
1994-09;34;391.348;350;14.9375;14.9375;14.8125;14.875;14.875;1361400;3.859375;3.921875;3.842773;3.843750;2.328957;62713600;3.53125;3.59375;3.507813;3.507813;2.21861;34608000;8.8052;8.8052;8.5274;8.5571;7329600;;;;;;;;;;;;;
1994-10;32.3;390.164;350;13.125;13.375;12.8125;13.1875;13.1875;2447400;3.90625;3.9375;3.867188;3.882813;2.355024;54417600;3.890625;3.984375;3.875;3.9375;2.490377;59932800;9.7973;10.0453;9.703;9.9213;4673600;;;;;;;;;;;;;
1994-11;32.2;384.377;350;12.75;12.875;12.5625;12.625;12.625;1377600;4.085938;4.179688;3.929688;3.945313;2.392931;176784000;4.015625;4.015625;3.921875;3.929688;2.485436;40934400;10.6356;10.7274;10.2934;10.4174;10053600;;;;;;;;;;;;;
1994-12;32.1;379.480;350;12.375;12.5;12.25;12.4375;12.4375;1490200;4.03125;4.03125;3.954102;3.992188;2.421361;27716800;3.867188;3.867188;3.820313;3.820313;2.416259;20686400;11.1738;11.2359;10.9553;10.9553;5176400;;;;;;;;;;;;;
1995-01;32;378.738;350;14.9375;14.9375;14.625;14.6875;14.6875;1098600;4.367188;4.375;4.311523;4.335938;2.632083;84265600;3.695313;3.734375;3.640625;3.710938;2.347081;59945600;10.9876;11.2359;10.8634;10.9876;6701600;;;;;;;;;;;;;
1995-02;31.733333;376.745;350;14.6875;15.1875;14.6875;15.1875;15.1875;1384800;4.890625;4.984375;4.851563;4.984375;3.02571;54179200;3.867188;3.953125;3.859375;3.9375;2.490377;52544000;14.7445;15.4248;14.6501;15.395;9286000;;;;;;;;;;;;;
1995-03;31.466667;381.820;350;16.5;17.125;16.125;16.9375;16.9375;3820000;5.21875;5.398438;5.1875;5.304688;3.220152;150662400;4.484375;4.507813;4.40625;4.445313;2.811556;63080000;18.3747;19.2438;18.1264;18.9011;13368800;;;;;;;;;;;;;
1995-04;31.2;391.339;350;18.25;18.25;17.6875;18.0;18.0;2539400;6.390625;6.507813;6.335938;6.398438;3.886519;132334400;4.929688;5.132813;4.914063;5.109375;3.231558;92104000;20.2991;20.7336;20.0831;20.4853;7230000;;;;;;;;;;;;;
1995-05;31.15;385.231;350;16.3125;16.5625;16.0625;16.5;16.5;1578800;6.953125;7.03125;6.75;7.015625;4.261407;163680000;5.203125;5.296875;5.0625;5.292969;3.34768;119756800;20.9475;22.1905;20.326;22.1905;11379800;;;;;;;;;;;;;
1995-06;31.1;387.618;350;18.3125;18.4375;18.0625;18.25;18.25;2772600;8.0;8.09375;7.875;7.914063;4.807133;41468800;5.601563;5.6875;5.601563;5.648438;3.572505;53342400;27.9681;28.2813;26.9736;27.3466;7330800;;;;;;;;;;;;;
1995-07;30.6;386.138;350;16.6875;16.6875;16.3125;16.3125;16.3125;1005400;8.40625;8.453125;8.09375;8.125000;4.938134;64880800;5.820313;5.84375;5.625;5.65625;3.577446;101435200;31.6375;31.7618;30.5188;31.016;6161800;;;;;;;;;;;;;
1995-08;31.85;383.502;350;16.75;17.125;16.6875;16.875;16.875;2018800;7.625;7.75;7.578125;7.671875;4.662738;50941600;5.835938;5.875;5.71875;5.78125;3.656506;38764800;36.5739;38.8131;36.2007;38.2558;8826400;;;;;;;;;;;;;
1995-09;33.1;382.931;350;15.0625;15.1875;14.5625;14.5625;14.5625;3475000;7.78125;7.84375;7.5;7.515625;4.567775;76591200;5.726563;5.796875;5.628906;5.65625;3.577446;95158400;41.5499;41.8634;39.3754;39.4998;12987400;;;;;;;;;;;;;
1995-10;30.9;383.202;350;12.25;12.25;11.375;11.75;11.75;1611800;8.84375;8.921875;8.734375;8.734375;5.311623;74370400;6.4375;6.460938;6.234375;6.25;3.952979;91958400;36.4495;36.6386;35.0811;35.0811;9639800;;;;;;;;;;;;;
1995-11;30.2;385.209;350;10.5;10.5625;10.0625;10.25;10.25;4340400;7.78125;7.945313;7.53125;7.609375;4.627479;68048000;5.59375;5.609375;5.429688;5.445313;3.444031;93512000;26.7678;28.0128;26.0208;27.0168;16082600;;;;;;;;;;;;;
1995-12;29.5;387.445;350;8.3125;8.3125;8.0625;8.25;8.25;4038600;7.140625;7.25;7.09375;7.093750;4.313911;55903200;5.453125;5.546875;5.390625;5.484375;3.46874;52342400;20.068;20.6314;19.385;19.7589;19754800;;;;;;;;;;;;;
1996-01;28.8;398.695;250;9.875;10.0625;9.8125;9.875;9.875;2086000;6.796875;6.929688;6.71875;6.904297;4.201789;72689600;5.671875;5.789063;5.632813;5.78125;3.656506;68774400;17.2635;17.3881;16.5156;16.7649;6969600;;;;;;;;;;;;;
1996-02;27.45;404.919;250;9.6875;9.875;9.625;9.6875;9.6875;1687200;7.5;7.515625;7.34375;7.351563;4.473982;73402400;6.1875;6.257813;6.160156;6.167969;3.901097;61723200;16.5156;16.8272;15.5184;15.9547;18158600;;;;;;;;;;;;;
1996-03;26.1;396.512;250;8.75;8.8125;8.5625;8.6875;8.6875;1037800;7.091797;7.171875;7.03125;7.109375;4.326592;36318400;6.398438;6.507813;6.382813;6.445313;4.076509;53508800;15.5184;16.017;15.5184;15.6431;4677400;;;;;;;;;;;;;
1996-04;24.7;392.870;250;9.0;9.375;9.0;9.3125;9.3125;2050200;8.484375;8.5;8.404297;8.468750;5.156853;46836800;7.039063;7.078125;6.992188;7.078125;4.476749;28441600;18.5723;18.8839;18.136;18.1983;9155400;;;;;;;;;;;;;
1996-05;17.2;391.990;250;8.875;8.9375;8.6875;8.8125;8.8125;1293400;9.234375;9.453125;9.207031;9.437500;5.746755;145089600;7.410156;7.460938;7.375;7.421875;4.694161;40259200;15.5406;15.603;14.9789;15.1037;13251200;;;;;;;;;;;;;
1996-06;14.9;385.245;250;6.6875;6.8125;6.625;6.8125;6.8125;1859600;9.265625;9.296875;9.15625;9.179688;5.589767;32252800;7.53125;7.5625;7.445313;7.507813;4.748516;52000000;12.7321;12.8569;12.3576;12.6697;6114400;;;;;;;;;;;;;
1996-07;9.06;383.457;250;6.0;6.1875;5.9375;6.0625;6.0625;934400;9.314453;9.421875;9.265625;9.390625;5.722136;64205600;7.4375;7.476563;7.351563;7.367188;4.659575;56320000;9.6739;10.1732;9.3618;9.3618;4222600;;;;;;;;;;;;;
1996-08;8.75;387.510;250;6.4375;6.5;6.25;6.375;6.375;850600;10.15625;10.1875;9.96875;9.976563;6.079173;26062400;7.765625;7.765625;7.65625;7.65625;4.842398;28088000;11.2342;11.359;11.1093;11.2966;2550800;;;;;;;;;;;;;
1996-09;8.44;383.290;250;7.4375;7.5625;7.375;7.375;7.375;663400;12.09375;12.125;11.90625;11.929688;7.269304;42668000;8.34375;8.429688;8.234375;8.242188;5.212992;89574400;15.4782;16.1672;15.1037;15.2285;9675200;;;;;;;;;;;;;
1996-10;5.25;380.909;250;8.8125;8.875;8.625;8.875;8.875;1525200;13.40625;13.765625;13.390625;13.734375;8.372992;66129600;8.523438;8.585938;8.507813;8.578125;5.425463;37028800;13.6058;13.6682;13.1065;13.2938;16702000;;;;;;;;;;;;;
1996-11;4.71;377.869;250;12.25;12.25;12.0625;12.125;12.125;517600;15.859375;15.90625;15.828125;15.859375;9.66847;19584800;9.71875;9.820313;9.71875;9.804688;6.201236;17152000;16.6665;16.7864;16.352;16.5367;3963000;;;;;;;;;;;;;
1996-12;4.17;369.338;250;12.75;12.9375;12.6875;12.875;12.875;1221200;16.671875;16.75;16.34375;16.367188;9.978051;51322400;10.5;10.53125;10.3125;10.328125;6.532296;34367200;14.8541;15.1037;14.4796;14.5395;6306200;;;;;;;;;;;;;
1997-01;3.63;355.025;250;17.4375;18.0625;17.25;17.5625;17.5625;6308200;20.078125;20.5;20.03125;20.281250;12.368309;100647200;12.734375;12.90625;12.609375;12.75;8.064076;86516000;17.6002;17.9148;17.2906;17.3506;11418800;320814.0492;319504.6041;324742.3845;318195.15901;18749.0;;;;;;;;
1997-02;3.315;346.400;250;17.625;18.25;17.1875;18.0;18.0;4007800;17.4375;18.078125;17.125;17.734375;10.815121;149775200;12.015625;12.296875;11.929688;12.1875;7.708308;78412000;18.2243;19.0382;18.0396;18.8484;12388400;488423.02185;471400.23556;494970.24734;471400.23556;114169.0;;;;;;;;
1997-03;3;352.311;250;20.6875;21.25;20.0;20.75;20.75;7109800;17.34375;17.53125;17.125;17.390625;10.605494;107790400;11.640625;11.8125;11.40625;11.460938;7.248775;93825600;20.0967;20.4712;19.5974;20.1616;9717200;517230.81402;530325.26501;530325.26501;502826.91794;14013.0;;;;;;;;
1997-04;3.23;344.707;250;21.0;21.5;21.0;21.25;21.25;3766600;18.6875;19.1875;18.671875;19.140625;11.6767;122580000;14.828125;15.328125;14.796875;15.1875;9.605737;90204000;17.5403;17.9747;17.1009;17.6002;7664000;470090.79047;466162.45517;470090.79047;456996.33948;4481.0;;;;;;;;
1997-05;3.46;344.100;250;19.4375;20.125;18.625;20.0;20.0;8811000;17.8125;19.203125;17.5;18.937500;11.552788;459014400;14.6875;15.703125;14.6875;15.5;9.803388;83337600;20.0967;21.2201;20.0368;21.0953;11421000;568299.17287;568299.17287;568299.17287;556514.16699;4158.0;;;;;;;;
1997-06;3.69;340.805;250;17.84375;18.21875;17.0;17.9375;17.9375;5949200;17.828125;17.945313;17.59375;17.726563;10.814054;73996800;15.984375;16.09375;15.773438;15.796875;9.991151;38286400;19.9119;20.2215;19.7871;19.9719;6900000;556514.16699;595797.51995;610201.41604;556514.16699;2422.0;;;;;;;;
1997-07;4.13;323.780;250;16.96875;17.8125;16.59375;17.5625;17.5625;6008400;22.546875;23.03125;22.296875;22.953125;14.007277;71150800;17.75;17.765625;17.609375;17.671875;11.177052;42240800;23.0925;24.4655;22.8428;24.2159;13693200;618058.08663;603654.19054;618058.08663;602344.74544;9448.0;;;;;;;;
1997-08;3.88;323.998;250;18.9375;19.0;18.5625;18.8125;18.8125;3035000;22.9375;23.34375;22.875;23.031250;14.054952;38895600;16.507813;16.734375;16.46875;16.523438;10.450691;37857600;22.5333;22.5333;22.1588;22.2187;3233000;458305.78458;433426.3277;458305.78458;433426.3277;12476.0;;;;;;;;
1997-09;3.63;322.616;250;16.21875;16.65625;16.0;16.28125;16.28125;4521800;23.71875;23.75;23.0625;23.078125;14.083556;62021200;16.804688;16.96875;16.53125;16.539063;10.460567;43892800;17.4754;17.8499;17.1658;17.3506;6988400;371882.40806;394142.97474;394142.97474;371882.40806;4430.0;;;;;;;;
1997-10;3.25;324.863;250;11.75;11.875;10.8125;11.5;11.5;3686200;19.5625;19.59375;19.0625;19.250000;11.75157;87862000;16.375;16.4375;16.203125;16.25;10.277746;46808800;13.2314;13.7007;12.762;13.4211;8756200;248794.56877;261889.01976;261889.01976;231771.78249;9738.0;;;;;;;;
1997-11;2.705;306.345;250;10.65625;10.96875;10.625;10.90625;10.90625;880600;19.21875;19.46875;19.0625;19.406250;11.846962;13943200;17.65625;17.78125;17.640625;17.6875;11.186928;17392800;12.5773;12.6072;12.3576;12.4225;1347200;261889.01976;274983.47075;280221.25114;261889.01976;4393.0;;;;;;;;
1997-12;2.16;288.776;250;8.6875;9.09375;8.625;8.875;8.875;6449200;17.9375;17.953125;17.53125;17.562500;10.721398;42123600;16.375;16.4375;16.125;16.15625;10.218451;46147200;12.7021;13.2613;12.6072;12.9518;6742600;268436.24525;281530.69624;281530.69624;268436.24525;12001.0;;;;;;;;
1998-01;0.91;289.264;250;10.0;10.09375;9.8125;10.09375;10.09375;3252200;20.625;20.6875;20.21875;20.250000;12.36673;45384000;18.578125;18.75;18.453125;18.648438;11.794702;50071200;16.8812;17.6651;16.6016;17.2557;7535200;400690.20023;394142.97474;400690.20023;379739.07865;55804.0;;;;;;1;1;4
1998-02;0.94;297.743;250;12.6875;12.6875;11.5;11.75;11.75;14213200;22.984375;23.09375;22.375;22.421875;13.693091;73563600;21.390625;21.5;21.140625;21.1875;13.400599;47532400;17.4754;17.5053;16.5067;16.5717;5619600;362716.29236;366644.62766;373191.85316;358787.95707;16002.0;;;;;;1;1;4
1998-03;0.97;295.870;250;13.75;14.8125;13.5;14.53125;14.53125;20423000;19.171875;19.5625;19.15625;19.515625;11.91824;57452000;22.15625;22.4375;22.125;22.375;14.151667;38177200;14.2599;14.6993;14.23;14.5096;11558800;278911.80604;274983.47075;282840.14134;273674.02565;10331.0;;;;;;1;1;4
1998-04;1.22;308.558;250;14.09375;14.34375;13.78125;13.875;13.875;2514400;20.15625;20.390625;19.84375;20.203125;12.342771;50554000;22.875;22.90625;22.421875;22.53125;14.250484;54473600;15.1986;15.6679;14.9489;15.5082;3815600;255341.79426;256651.23936;261889.01976;251413.45897;28944.0;;;;;;1;1;4
1998-05;1.19;298.971;250;10.125;10.3125;9.75;9.78125;9.78125;4871400;18.40625;18.5;17.8125;17.859375;10.910894;77225200;21.59375;21.625;21.1875;21.203125;13.41048;34091200;11.9532;12.1729;11.7335;11.7634;3300600;251602.50837;255772.71569;264113.13033;239786.92096;12529.0;;;;;;1;1;4
1998-06;0.97;292.223;250;8.65625;8.84375;8.46875;8.53125;8.53125;4108800;18.703125;18.84375;18.375;18.531250;11.321363;50669200;26.3125;27.140625;26.15625;27.09375;17.136158;77010000;12.6721;12.7021;12.1079;12.3875;5208800;437871.76871;433701.56138;442041.97603;425361.14674;16260.0;;;;;;1;1;4
1998-07;1.03;292.874;250;8.75;9.0625;8.59375;8.625;8.625;4956800;21.828125;21.96875;21.0625;21.109375;12.896428;48032800;28.234375;28.378906;27.484375;27.484375;17.383221;53705200;15.9475;16.7264;15.8826;16.6316;14375600;397559.7646;396169.6955;403120.04103;396169.6955;7285.0;;;;;;1;1;4
1998-08;1;284.228;250;7.59375;7.6875;6.375;6.5;6.5;4716200;19.21875;19.359375;17.734375;17.796875;10.876692;104269200;26.21875;26.625;23.9375;23.984375;15.169557;132690400;12.2977;12.5473;11.1743;11.359;8713600;391999.48817;417020.7321;417020.7321;389219.34996;21372.0;;;;;;1;1;4
